Multilateral Agencies," 58,38,75,40"," 25,37,42,44"," 1,48,48,27"," 17,58,27,28"," 12,53,05,68"," 35,68,56"," 33,01,32,96"," 2,90,00,00"," 7,36,53,43"," 16,16,72,18"
Bilateral - Donors (Budget)," 42,37,18,09"," 32,93,12,08"," 5,99,49,52"," 8,33,96,26"," 1,10,09,75"," 29,00,00"," 9,44,06,01",""," 10,62,61,20"," 16,02,01,36"
Asian Development Bank," 25,58,65,38"," 9,33,48,86"," 59,88,00"," 4,58,95,38"," 4,14,65,48",""," 16,25,16,52",""," 10,05,05,75"," 6,20,10,77"
 The World Bank," 26,54,28,04"," 12,78,31,21",""," 1,42,68,05"," 11,35,63,16",""," 13,75,96,83"," 2,90,00,00"," 6,62,33,53"," 4,23,63,30"
OPEC Fund for International," 2,10,26,75", 0,"","","",""," 2,10,26,75",""," 87,68,00"," 1,22,58,75"
Development
SAARC Development Fund," 21,89,21"," 21,89,21"," 5,04,83"," 3,00,00"," 13,84,38","", 0
United Nations," 2,94,25,98"," 2,66,64,32"," 83,55,44"," 1,28,00,00"," 19,40,32"," 35,68,56"," 27,61,66","",""," 27,61,66"
Inrenational Fund for Agricultural," 98,70,04"," 36,38,84",""," 3,20,00"," 33,18,84",""," 62,31,20",""," 3,20,00"," 59,11,20"
Development
The Union-North America," 70,00"," 70,00",""," 70,00","","", 0
China," 4,65,83,26"," 2,64,00,00"," 1,80,00,00"," 70,00,00"," 14,00,00",""," 2,01,83,26",""," 2,01,83,26"
ADB - General," 25,48,65,38"," 9,23,48,86"," 49,88,00"," 4,58,95,38"," 4,14,65,48",""," 16,25,16,52",""," 10,05,05,75"," 6,20,10,77"
JFPR," 10,00,00"," 10,00,00"," 10,00,00","","","", 0
IDA - General," 26,14,94,82"," 12,38,97,99",""," 1,33,14,05"," 11,05,83,94",""," 13,75,96,83"," 2,90,00,00"," 6,62,33,53"," 4,23,63,30"
WB - Trust Fund," 39,33,22"," 39,33,22",""," 9,54,00"," 29,79,22","", 0
OFID," 2,10,26,75", 0,"","","",""," 2,10,26,75",""," 87,68,00"," 1,22,58,75"
SAARC Fund," 21,89,21"," 21,89,21"," 5,04,83"," 3,00,00"," 13,84,38","", 0
UNDP," 37,41,18"," 37,41,18",""," 37,41,18","","", 0
UNCDF," 8,66,56"," 8,66,56"," 8,66,56","","","", 0
UNFPA," 13,83,93"," 13,83,93"," 11,33,93"," 2,50,00","","", 0
UNICEF," 1,06,84,23"," 1,06,84,23"," 31,32,98"," 58,40,85"," 12,73,00"," 4,37,40", 0
UNWOMEN," 50,23"," 50,23"," 50,23","","","", 0
UN -GEF," 2,09,00"," 2,09,00",""," 2,09,00","","", 0
IOM," 53,42"," 53,42",""," 53,42","","", 0
ILO," 3,54,40"," 3,54,40",""," 3,54,40","","", 0
WHO," 47,99,81"," 20,38,15",""," 20,38,15","",""," 27,61,66","",""," 27,61,66"
WFP," 72,83,22"," 72,83,22"," 31,71,74"," 3,13,00"," 6,67,32"," 31,31,16", 0
IFAD," 98,70,04"," 36,38,84",""," 3,20,00"," 33,18,84",""," 62,31,20",""," 3,20,00"," 59,11,20"
The Union-North America," 70,00"," 70,00",""," 70,00","","", 0
Donor,Total,Total   ,Cash   ,Direct   ,Reimb.  ,Kind  ,Total  ,Cash  ,Direct  ,Reimb. 
"","","",Grant,"","","","",Loan
