Bilateral - Donors (Budget)," 42,37,18,09"," 32,93,12,08","","","",""," 9,44,06,01"
China," 4,65,83,26"," 2,64,00,00","","","",""," 2,01,83,26"
Denmark," 86,47,02"," 86,47,02"," 5,61,00"," 80,86,02","","", 0
Finland," 80,63,69"," 80,63,69"," 9,03,00"," 42,27,19"," 29,33,50","", 0
Germany," 88,66,25"," 88,66,25",""," 82,24,25"," 6,42,00","", 0
India," 6,07,02,95"," 1,87,02,95"," 58,14,90"," 1,28,88,05","",""," 4,20,00,00"," 4,20,00,00"
Japan," 4,10,30,00"," 2,41,00,00"," 1,15,00,00"," 1,16,00,00",""," 10,00,00"," 1,69,30,00"," 1,24,53,00"," 44,77,00"
Korea," 75,00,00", 0,"","","",""," 75,00,00"," 75,00,00"
Kuwait Fund for Arab Economic," 11,00,00"," 5,00,00","",""," 5,00,00",""," 6,00,00",""," 6,00,00"
Development
Netherlands," 1,81,50"," 1,81,50"," 31,50"," 1,50,00","","", 0
Norway," 1,19,64,69"," 1,07,04,69"," 20,02,09"," 87,02,60","",""," 12,60,00"," 12,60,00"
China - General," 4,65,83,26"," 2,64,00,00"," 1,80,00,00"," 70,00,00"," 14,00,00",""," 2,01,83,26"," 2,01,83,26"
Denmark- General," 80,86,02"," 80,86,02",""," 80,86,02","","", 0
Denmark - NPTF," 5,61,00"," 5,61,00"," 5,61,00","","","", 0
Finland - General," 80,63,69"," 80,63,69"," 9,03,00"," 42,27,19"," 29,33,50","", 0
Germany - GIZ," 1,60,00"," 1,60,00",""," 1,60,00","","", 0
Germany - KFW," 87,06,25"," 87,06,25",""," 80,64,25"," 6,42,00","", 0
India - General," 6,07,02,95"," 1,87,02,95"," 58,14,90"," 1,28,88,05","",""," 4,20,00,00"," 4,20,00,00"
Japan - JICA," 2,95,30,00"," 1,26,00,00",""," 1,16,00,00",""," 10,00,00"," 1,69,30,00"," 1,24,53,00"," 44,77,00"
Japan â€“ DRF," 1,00,00,00"," 1,00,00,00"," 1,00,00,00","","","", 0
Japan â€“ KR1," 15,00,00"," 15,00,00"," 15,00,00","","","", 0
Korea - Exim Bank," 75,00,00", 0,"","","",""," 75,00,00"," 75,00,00"
KFAED," 11,00,00"," 5,00,00","",""," 5,00,00",""," 6,00,00",""," 6,00,00"
Netherlands - General," 31,50"," 31,50"," 31,50","","","", 0
Netherlands - SNV," 1,50,00"," 1,50,00",""," 1,50,00","","", 0
Norway - General," 91,68,69"," 91,68,69"," 4,66,09"," 87,02,60","","", 0
Norway - NPTF," 15,36,00"," 15,36,00"," 15,36,00","","","", 0
Norway - Pool Fund," 12,60,00", 0,"","","",""," 12,60,00"," 12,60,00"
Donor,Total,Total   ,Cash   ,Direct   ,Reimb.  ,Kind  ,Total  ,Direct  Cash  ,Reimb. 
"","","",Grant,"","","","",Loan
